target_count,candidate_budget,candidate_attempt_count,hash_verification_count,valid_decode_rate,preimage_success_at_k,in_domain_preimage_success_at_k,exact_source_recovery_at_k,length_match_rate,length_matched_preimage_success_at_k,preimage_success_ci95,zero_success_upper95
2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.6576197724933469)",0.7763932022500211
