target_count,candidate_budget,candidate_attempt_count,hash_verification_count,valid_decode_rate,preimage_success_at_k,in_domain_preimage_success_at_k,exact_source_recovery_at_k,length_match_rate,length_matched_preimage_success_at_k,preimage_success_ci95,zero_success_upper95
9,100,900,900,1.0,0.2222222222222222,0.2222222222222222,0.0,0.02666666666666667,0.0,"(0.06322510711784671, 0.5474110308930111)",
